Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,day_of_week
12885245,2011-02-02 22:29:08.0000003,17.7,2011-02-02 22:29:08+00:00,-73.974373,40.754397,-74.014155,40.717926,1,22,2
55340704,2012-06-21 23:12:00.00000069,18.1,2012-06-21 23:12:00+00:00,-73.978955,40.723957,-73.963497,40.793137,5,23,3
9132536,2014-07-20 15:50:00.00000033,50.33,2014-07-20 15:50:00+00:00,-73.863242,40.767925,-74.005238,40.720827,2,15,6
28585425,2011-09-07 12:52:48.0000002,32.9,2011-09-07 12:52:48+00:00,-73.873036,40.774074,-73.98069699999999,40.764788,1,12,2
30924510,2012-06-27 07:06:00.00000026,7.7,2012-06-27 07:06:00+00:00,-73.966268,40.804985,-73.96025999999999,40.78167,1,7,2
19803716,2014-02-24 22:02:31.0000001,6.5,2014-02-24 22:02:31+00:00,-74.00298000000001,40.733569,-73.993092,40.736664000000005,1,22,0
33247488,2012-10-07 11:39:00.00000015,7.5,2012-10-07 11:39:00+00:00,-74.00818199999999,40.738035,-74.01431,40.717112,1,11,6
51639558,2013-07-22 22:47:15.0000001,18.5,2013-07-22 22:47:15+00:00,-73.789455,40.64688,-73.83738199999999,40.649777,1,22,0
49466549,2015-03-24 23:06:58.0000004,8.0,2015-03-24 23:06:58+00:00,-73.98284912109375,40.77163314819336,-73.97836303710938,40.753921508789055,1,23,1
27272397,2012-08-14 09:46:09.0000005,4.1,2012-08-14 09:46:09+00:00,-74.002664,40.734109,-74.006419,40.739011,1,9,1
11579210,2015-06-04 09:56:18.0000004,14.0,2015-06-04 09:56:18+00:00,-73.99684143066406,40.72306823730469,-73.9920425415039,40.74761962890625,1,9,3
19034296,2014-02-16 14:46:12.0000002,13.0,2014-02-16 14:46:12+00:00,-73.986589,40.743071,-73.984368,40.782355,1,14,6
39726014,2009-09-11 00:04:00.0000009,7.3,2009-09-11 00:04:00+00:00,-73.949842,40.780798,-73.96951,40.763092,1,0,4
38291332,2012-09-01 23:06:00.000000210,8.9,2012-09-01 23:06:00+00:00,-74.00157,40.726122,-74.00308199999999,40.706325,2,23,5
52125241,2012-10-14 00:27:00.000000239,9.0,2012-10-14 00:27:00+00:00,-74.008213,40.722393,-73.98671800000001,40.728175,1,0,6
2991437,2010-01-28 16:39:29.0000002,8.9,2010-01-28 16:39:29+00:00,-74.00881600000001,40.731301,-73.992254,40.725508000000005,4,16,3
38580593,2010-05-16 15:11:18.0000002,6.1,2010-05-16 15:11:18+00:00,-73.980058,40.743086,-73.96797099999999,40.759598,1,15,6
11145248,2011-10-07 09:11:00.000000125,6.1,2011-10-07 09:11:00+00:00,-73.95360500000001,40.766895,-73.96458,40.756273,5,9,4
8056008,2015-02-05 08:15:14.0000003,94.25,2015-02-05 08:15:14+00:00,-73.97310638427734,40.75031661987305,-74.1769790649414,40.69494247436523,1,8,3
13435180,2011-01-22 09:57:05.0000003,4.1,2011-01-22 09:57:05+00:00,-73.968253,40.767892,-73.961242,40.777591,1,9,5
36399950,2013-02-05 00:30:00.0000002,4.5,2013-02-05 00:30:00+00:00,-74.00856800000001,40.719932,-74.004222,40.725527,1,0,1
22255351,2009-05-12 08:59:23.0000005,5.3,2009-05-12 08:59:23+00:00,-73.981871,40.769034000000005,-73.98866899999999,40.775008,1,8,1
33132265,2013-05-28 17:37:02.0000002,11.0,2013-05-28 17:37:02+00:00,-73.985293,40.741947,-73.971722,40.752752,1,17,1
46338592,2013-02-04 18:43:00.000000133,10.5,2013-02-04 18:43:00+00:00,-73.98346,40.760212,-73.983642,40.739037,2,18,0
39388259,2011-07-17 00:04:35.0000004,8.5,2011-07-17 00:04:35+00:00,-73.993228,40.752712,-74.007568,40.740942,2,0,6
22152316,2009-11-09 16:28:16.0000003,3.3,2009-11-09 16:28:16+00:00,-73.97975100000001,40.786517,-73.98306,40.781887,1,16,0
47623499,2013-05-09 22:43:00.00000097,7.5,2013-05-09 22:43:00+00:00,-73.987678,40.749367,-73.987247,40.729923,1,22,3
54356817,2010-05-17 12:00:55.0000001,3.7,2010-05-17 12:00:55+00:00,-73.978177,40.757359,-73.983271,40.755352,1,12,0
5032565,2014-10-21 21:15:37.0000004,7.5,2014-10-21 21:15:37+00:00,-74.0061,40.735727,-73.983489,40.738869,1,21,1
45403469,2010-09-27 15:27:00.000000134,10.1,2010-09-27 15:27:00+00:00,-74.001538,40.730767,-73.983633,40.76162,3,15,0
6054567,2010-03-27 14:34:00.000000161,8.9,2010-03-27 14:34:00+00:00,-73.996278,40.72956,-73.978065,40.742457,1,14,5
30425105,2009-08-29 00:29:00.00000099,12.9,2009-08-29 00:29:00+00:00,-74.004743,40.73458,-73.989063,40.68853,1,0,5
39542016,2011-04-21 21:43:00.000000155,13.3,2011-04-21 21:43:00+00:00,-73.995417,40.725273,-73.955825,40.770963,1,21,3
26640321,2009-05-01 03:48:10.0000001,11.7,2009-05-01 03:48:10+00:00,-73.984042,40.725441,-73.933865,40.695643,1,3,4
15214780,2010-09-17 19:36:00.00000079,4.9,2010-09-17 19:36:00+00:00,-73.990378,40.757755,-74.00527,40.741128,1,19,4
37278904,2014-05-08 17:02:28.0000001,11.0,2014-05-08 17:02:28+00:00,-73.995201,40.739702,-73.977712,40.74957,1,17,3
38372557,2013-07-23 05:46:59.0000001,37.5,2013-07-23 05:46:59+00:00,-73.969199,40.689542,-73.963464,40.803589,1,5,1
19825237,2009-12-14 12:08:53.0000001,6.9,2009-12-14 12:08:53+00:00,-73.968059,40.7628,-73.981262,40.769568,1,12,0
54379883,2009-07-22 10:10:00.00000067,12.1,2009-07-22 10:10:00+00:00,-73.980755,40.748195,-74.011115,40.708688,1,10,2
29201796,2012-02-04 11:58:59.0000001,6.9,2012-02-04 11:58:59+00:00,-73.95600400000001,40.787742,-73.974237,40.762638,1,11,5
22924498,2010-02-27 18:28:00.000000181,9.7,2010-02-27 18:28:00+00:00,-73.97989799999999,40.775905,-74.002895,40.744442,1,18,5
24987909,2014-11-27 01:17:01.0000004,80.0,2014-11-27 01:17:01+00:00,-73.781044,40.644974,-73.72511899999999,40.788049,1,1,3
46244000,2012-10-27 23:49:00.00000063,11.5,2012-10-27 23:49:00+00:00,-73.989928,40.732287,-73.982025,40.76161,1,23,5
35668231,2009-02-28 09:39:35.0000001,4.5,2009-02-28 09:39:35+00:00,-73.993223,40.761146,-73.991478,40.770059,1,9,5
17554306,2010-06-08 08:14:00.000000123,20.5,2010-06-08 08:14:00+00:00,-73.960897,40.768742,-74.002718,40.714225,1,8,1
43086058,2012-11-25 02:58:00.00000011,7.0,2012-11-25 02:58:00+00:00,-73.988038,40.719997,-73.981802,40.735043,5,2,6
13171257,2010-07-27 15:28:00.000000143,4.1,2010-07-27 15:28:00+00:00,-74.004023,40.725937,-73.99736800000001,40.736508,1,15,1
7042324,2013-08-11 20:46:00.00000065,55.5,2013-08-11 20:46:00+00:00,-73.956047,40.771527,-73.80169699999999,40.770577,5,20,6
46536483,2014-09-27 18:51:56.0000001,22.0,2014-09-27 18:51:56+00:00,-73.92320500000001,40.743878,-73.975038,40.792792,1,18,5
46785464,2010-11-26 15:18:00.00000078,7.7,2010-11-26 15:18:00+00:00,-73.96510699999999,40.761567,-73.984827,40.759368,3,15,4
42421276,2013-01-11 22:07:00.00000029,8.5,2013-01-11 22:07:00+00:00,-74.001597,40.746595,-73.986083,40.73072,5,22,4
40054186,2012-02-07 23:55:40.0000001,10.1,2012-02-07 23:55:40+00:00,-73.965988,40.756389,-74.004168,40.74275,2,23,1
51671585,2010-11-23 12:31:29.0000003,8.1,2010-11-23 12:31:29+00:00,-73.973524,40.74667,-73.988292,40.743099,1,12,1
10464306,2013-01-05 18:49:57.0000003,7.5,2013-01-05 18:49:57+00:00,-73.97561999999999,40.787945,-73.953561,40.77868,1,18,5
48252921,2012-12-25 14:57:31.0000002,6.5,2012-12-25 14:57:31+00:00,-74.007863,40.719896000000006,-74.00648199999999,40.739224,1,14,1
24013926,2014-04-19 18:02:00.000000121,4.5,2014-04-19 18:02:00+00:00,-73.95369699999999,40.76679,-73.962615,40.766517,1,18,5
44499012,2010-02-12 13:36:50.0000006,8.1,2010-02-12 13:36:50+00:00,-73.976674,40.739403,-73.99207,40.737034,1,13,4
49289689,2013-07-01 14:11:00.000000108,52.0,2013-07-01 14:11:00+00:00,-73.77674499999999,40.645452,-73.984142,40.783045,1,14,0
13512377,2013-03-29 19:09:42.0000005,8.0,2013-03-29 19:09:42+00:00,-73.982056,40.775305,-73.968467,40.789116,1,19,4
2169889,2010-11-10 06:01:39.0000002,4.5,2010-11-10 06:01:39+00:00,-73.990713,40.756074,-73.982722,40.765854,1,6,2
1470167,2010-02-20 22:10:19.0000001,5.7,2010-02-20 22:10:19+00:00,-73.973614,40.792435,-73.982447,40.775515000000006,2,22,5
53725658,2009-07-16 15:18:00.000000177,32.27,2009-07-16 15:18:00+00:00,-73.983205,40.762222,-73.870412,40.773652,5,15,3
41616412,2009-06-12 21:30:00.00000094,10.5,2009-06-12 21:30:00+00:00,-73.9667,40.76144,-73.9422,40.797147,1,21,4
20389494,2010-11-27 23:42:26.0000002,5.7,2010-11-27 23:42:26+00:00,-73.987427,40.744896,-73.977746,40.746162,4,23,5
15130691,2011-10-05 17:32:00.000000139,9.7,2011-10-05 17:32:00+00:00,-73.971452,40.766062,-73.971452,40.766062,2,17,2
26663708,2014-01-17 07:29:00.00000017,6.5,2014-01-17 07:29:00+00:00,-73.96371500000001,40.766372,-73.974913,40.755827,2,7,4
47901396,2015-01-16 16:51:45.0000001,52.0,2015-01-16 16:51:45+00:00,-73.78203582763672,40.64463806152344,-74.00508880615234,40.71905517578125,3,16,4
10666343,2009-10-27 07:38:00.00000042,12.5,2009-10-27 07:38:00+00:00,-74.00887,40.714173,-73.974135,40.759947,1,7,1
42256991,2012-01-23 22:59:42.0000001,6.9,2012-01-23 22:59:42+00:00,-73.986962,40.737914,-73.967043,40.75352,2,22,0
46320492,2013-05-02 09:18:00.000000289,14.0,2013-05-02 09:18:00+00:00,-73.959393,40.771572,-73.988385,40.75355,1,9,3
18735760,2012-02-18 02:02:00.000000110,24.9,2012-02-18 02:02:00+00:00,-73.953935,40.777117,-73.950632,40.672557,1,2,5
17877499,2012-11-23 09:46:00.00000041,5.5,2012-11-23 09:46:00+00:00,-73.979035,40.757167,-73.980963,40.764287,1,9,4
33683393,2012-02-20 14:51:41.0000005,7.3,2012-02-20 14:51:41+00:00,-73.977479,40.752236,-73.9629,40.778258,1,14,0
44052222,2011-10-15 17:31:00.0000001,20.1,2011-10-15 17:31:00+00:00,-73.979793,40.766218,-74.005865,40.722248,1,17,5
37666819,2015-01-25 00:43:16.0000005,11.0,2015-01-25 00:43:16+00:00,-73.98441314697266,40.73656845092773,-73.98562622070312,40.75781631469727,1,0,6
9828094,2012-12-03 00:13:25.0000001,13.5,2012-12-03 00:13:25+00:00,-73.954595,40.764264,-73.93118299999999,40.767126,1,0,0
21498313,2011-01-09 01:44:00.000000180,6.9,2011-01-09 01:44:00+00:00,-73.967318,40.756738,-73.986807,40.733222,1,1,6
33142039,2012-11-30 05:34:00.0000005,9.5,2012-11-30 05:34:00+00:00,-73.949955,40.77218,-73.97793,40.75791,1,5,4
37352701,2012-12-16 13:22:03.0000006,6.0,2012-12-16 13:22:03+00:00,-73.957148,40.768577,-73.969604,40.763653000000005,1,13,6
33220131,2015-01-22 13:42:48.0000002,19.5,2015-01-22 13:42:48+00:00,-73.96532440185547,40.76904296875,-73.98958587646483,40.7514762878418,1,13,3
15959396,2013-05-18 20:47:00.00000097,13.0,2013-05-18 20:47:00+00:00,-73.962137,40.770467,-73.994052,40.73428,1,20,5
27612053,2012-09-18 11:42:00.00000086,15.0,2012-09-18 11:42:00+00:00,-73.98791700000001,40.759758000000005,-73.95910500000001,40.7833,1,11,1
31830301,2014-02-01 17:42:26.0000004,4.5,2014-02-01 17:42:26+00:00,-74.006137,40.733717,-73.999369,40.733536,1,17,5
52491747,2011-02-20 14:40:00.000000137,5.3,2011-02-20 14:40:00+00:00,-73.975095,40.746028,-73.986478,40.730253000000005,1,14,6
35118355,2009-12-29 12:15:00.00000037,7.3,2009-12-29 12:15:00+00:00,-74.005372,40.736957,-73.983777,40.754963,1,12,1
42177166,2015-03-11 14:18:16.0000004,22.0,2015-03-11 14:18:16+00:00,-73.99372100830078,40.73601150512695,-73.9837875366211,40.76079177856445,2,14,2
52517190,2010-04-27 13:58:15.0000002,10.1,2010-04-27 13:58:15+00:00,-73.961407,40.76027,-73.984961,40.746907,1,13,1
7166873,2013-02-21 01:22:42.0000001,7.0,2013-02-21 01:22:42+00:00,-74.00790500000001,40.740887,-73.99348499999999,40.741073,1,1,3
22157476,2011-08-10 01:29:00.0000001,22.9,2011-08-10 01:29:00+00:00,-73.989687,40.73384,-73.94963299999999,40.82745,2,1,2
51589180,2014-02-20 21:39:00.00000031,14.0,2014-02-20 21:39:00+00:00,-74.00206999999999,40.709115,-73.976995,40.751897,1,21,3
10938987,2012-08-22 11:27:00.00000055,8.1,2012-08-22 11:27:00+00:00,-73.981688,40.76607,-73.968102,40.768207,4,11,2
39931876,2014-04-09 18:47:07.0000009,14.5,2014-04-09 18:47:07+00:00,-73.966605,40.763197,-73.967607,40.802165,1,18,2
35313763,2015-06-14 11:49:11.0000003,23.0,2015-06-14 11:49:11+00:00,-73.98751831054686,40.75929641723633,-74.0098114013672,40.70229721069336,1,11,6
15279444,2009-02-13 02:04:00.00000062,6.9,2009-02-13 02:04:00+00:00,-73.979393,40.752467,-73.95965799999999,40.767385,1,2,4
7202701,2015-02-05 08:35:23.0000004,12.5,2015-02-05 08:35:23+00:00,-73.9798812866211,40.74692916870117,-74.00618743896483,40.74131774902344,1,8,3
9902612,2011-03-31 22:33:00.000000161,4.5,2011-03-31 22:33:00+00:00,-73.979463,40.727455,-73.98657,40.719517,1,22,3
3246273,2015-02-15 14:28:45.0000001,14.0,2015-02-15 14:28:45+00:00,-73.9895248413086,40.77302169799805,-73.95439147949219,40.7638053894043,1,14,6
38543403,2010-11-03 08:47:00.000000256,3.3,2010-11-03 08:47:00+00:00,-73.976303,40.744248,-73.980898,40.741203000000006,1,8,2
22017605,2009-11-19 06:38:15.0000001,4.1,2009-11-19 06:38:15+00:00,-73.954386,40.769851,-73.95424200000001,40.76407,1,6,3
31008504,2011-06-25 18:57:59.0000001,8.9,2011-06-25 18:57:59+00:00,-73.9652,40.8064,-73.9823,40.7741,1,18,5
20815556,2011-10-10 18:04:02.0000003,3.3,2011-10-10 18:04:02+00:00,-73.986307,40.758925,-73.987011,40.760718,1,18,0
24237081,2012-11-01 19:52:12.0000001,12.0,2012-11-01 19:52:12+00:00,-73.968713,40.75895,-73.916062,40.74687,1,19,3
38126290,2009-11-26 02:49:53.0000007,11.7,2009-11-26 02:49:53+00:00,-73.95768100000001,40.766,-73.952673,40.758525,1,2,3
24980584,2009-10-23 07:24:44.0000003,4.5,2009-10-23 07:24:44+00:00,-73.989664,40.75514,-73.980694,40.756366,1,7,4
34144480,2012-05-12 20:27:00.00000053,8.5,2012-05-12 20:27:00+00:00,-73.919935,40.766222,-73.90981,40.75215,2,20,5
27607239,2012-03-04 21:45:06.0000005,4.5,2012-03-04 21:45:06+00:00,-73.983412,40.758016,-73.974887,40.761921,1,21,6
12517463,2013-08-11 15:00:00.00000021,16.0,2013-08-11 15:00:00+00:00,-74.00076,40.746522,-73.963502,40.771337,3,15,6
5579783,2011-10-09 02:51:43.0000002,5.7,2011-10-09 02:51:43+00:00,-73.959231,40.814726,-73.9481,40.824436,1,2,6
24352960,2009-06-04 19:08:48.0000001,8.9,2009-06-04 19:08:48+00:00,-73.962789,40.775285,-73.971056,40.798119,1,19,3
31612303,2009-12-10 08:52:17.0000002,5.7,2009-12-10 08:52:17+00:00,-73.981153,40.767682,-73.967839,40.762416,1,8,3
13275666,2014-06-28 22:39:05.0000001,20.5,2014-06-28 22:39:05+00:00,-73.986946,40.760266,-74.005463,40.707366,2,22,5
28784128,2011-05-25 09:13:00.00000012,5.7,2011-05-25 09:13:00+00:00,-74.005562,40.726545,-73.998707,40.725677000000005,1,9,2
51162768,2012-03-30 19:51:00.000000222,7.7,2012-03-30 19:51:00+00:00,-73.989965,40.729387,-73.97399,40.747288,1,19,4
32930166,2009-03-23 00:00:19.0000001,13.8,2009-03-23 00:00:19+00:00,-73.99578000000001,40.721752,-73.985493,40.768026,2,0,0
54290509,2009-01-06 00:55:00.00000021,8.5,2009-01-06 00:55:00+00:00,-74.005922,40.745515000000005,-74.00998,40.71447,1,0,1
44171147,2012-08-21 15:05:00.000000157,14.1,2012-08-21 15:05:00+00:00,-73.982005,40.77892,-73.93995799999999,40.805457,5,15,1
45830928,2013-11-16 14:59:00.00000039,8.0,2013-11-16 14:59:00+00:00,-73.99814,40.755892,-73.99058000000001,40.775117,1,14,5
7959680,2014-09-17 11:43:00.00000044,10.5,2014-09-17 11:43:00+00:00,-73.96717199999999,40.793315,-73.95955,40.774375,1,11,2
38317231,2011-11-19 22:12:00.00000092,12.1,2011-11-19 22:12:00+00:00,-73.99234200000001,40.694872,-74.01548000000001,40.6752,1,22,5
32177777,2014-03-21 02:51:01.0000002,5.5,2014-03-21 02:51:01+00:00,-73.97905,40.752753000000006,-73.96858,40.756818,1,2,4
45322495,2015-01-29 08:06:09.0000006,9.5,2015-01-29 08:06:09+00:00,-73.9568099975586,40.78096771240234,-73.96855163574219,40.78628540039063,1,8,3
2259683,2011-09-02 09:31:00.000000129,10.5,2011-09-02 09:31:00+00:00,-73.98883199999999,40.748442,-73.96203,40.76793,2,9,4
1843695,2009-05-21 08:07:00.000000168,10.9,2009-05-21 08:07:00+00:00,-73.98213,40.782948,-73.977113,40.751928,5,8,3
53670053,2013-07-09 14:31:00.000000181,16.0,2013-07-09 14:31:00+00:00,-74.006275,40.72315,-73.982927,40.745102,1,14,1
42064314,2013-01-31 20:10:00.000000170,19.5,2013-01-31 20:10:00+00:00,-74.00569200000001,40.713818,-73.982055,40.780573,1,20,3
43057078,2009-01-12 22:42:00.00000066,6.9,2009-01-12 22:42:00+00:00,-73.994373,40.738973,-73.987452,40.760298,1,22,0
10955434,2010-02-19 09:12:01.0000001,6.9,2010-02-19 09:12:01+00:00,-73.971405,40.763529,-73.978275,40.748442,1,9,4
1057670,2011-11-16 23:10:00.000000223,6.9,2011-11-16 23:10:00+00:00,-73.96815699999999,40.762197,-73.951475,40.782087,1,23,2
16880298,2010-10-08 22:17:14.0000002,17.7,2010-10-08 22:17:14+00:00,-73.992884,40.694146,-73.984365,40.745684,2,22,4
4795834,2014-05-30 18:52:40.0000002,5.5,2014-05-30 18:52:40+00:00,-73.975297,40.780193,-73.983929,40.775447,1,18,4
50060181,2010-10-21 07:45:00.000000257,13.7,2010-10-21 07:45:00+00:00,-73.99424,40.74586,-74.01297199999999,40.702628,1,7,3
48883183,2014-12-29 00:23:54.0000001,30.5,2014-12-29 00:23:54+00:00,-73.915408,40.772476,-73.99175,40.739015,1,0,0
28125120,2009-12-23 17:26:48.0000002,6.5,2009-12-23 17:26:48+00:00,-73.974719,40.752623,-73.982597,40.735904,1,17,2
11644322,2015-02-22 22:32:42.0000002,7.0,2015-02-22 22:32:42+00:00,-73.9918670654297,40.73545455932617,-73.99313354492188,40.74715423583984,1,22,6
26004855,2014-05-11 17:22:00.000000163,8.0,2014-05-11 17:22:00+00:00,-74.00869,40.714017,-73.997152,40.736832,2,17,6
40369701,2010-05-09 03:25:55.0000004,6.1,2010-05-09 03:25:55+00:00,-73.955851,40.814268,-73.953469,40.802122,1,3,6
36661027,2012-05-03 13:57:54.0000004,7.7,2012-05-03 13:57:54+00:00,-73.95421999999999,40.764193,-73.946352,40.78105,1,13,3
38306554,2010-01-08 20:57:00.00000065,8.1,2010-01-08 20:57:00+00:00,-73.989172,40.716528,-73.964968,40.714265000000005,2,20,4
53125189,2011-05-19 13:25:07.0000001,49.8,2011-05-19 13:25:07+00:00,-73.790852,40.645307,-73.98924699999999,40.757256,1,13,3
39382301,2012-02-01 05:15:07.0000001,5.3,2012-02-01 05:15:07+00:00,-73.991483,40.695987,-73.99703199999999,40.684836,1,5,2
44420200,2009-07-20 22:06:58.0000001,8.9,2009-07-20 22:06:58+00:00,-73.98206,40.755742,-73.957187,40.767527,1,22,0
1117731,2012-12-16 19:09:00.0000006,13.5,2012-12-16 19:09:00+00:00,-74.003162,40.736357,-73.982117,40.778377,1,19,6
50132737,2012-01-16 15:07:00.000000109,5.7,2012-01-16 15:07:00+00:00,-73.99024,40.73746,-74.00504000000001,40.746522,1,15,0
53715950,2011-05-16 22:25:35.0000001,4.9,2011-05-16 22:25:35+00:00,-73.98260400000001,40.782533,-73.97462900000001,40.793401,1,22,0
27359724,2009-12-31 17:24:16.0000002,7.3,2009-12-31 17:24:16+00:00,-73.983932,40.725588,-73.983979,40.725373,2,17,3
46792944,2012-04-15 16:46:33.0000001,3.7,2012-04-15 16:46:33+00:00,-73.984388,40.77482,-73.977525,40.776763,1,16,6
37836392,2012-02-02 19:51:08.0000001,10.1,2012-02-02 19:51:08+00:00,-73.985167,40.760231,-73.994353,40.74272,1,19,3
5654177,2009-01-24 14:49:00.000000198,6.1,2009-01-24 14:49:00+00:00,-73.977378,40.7587,-73.984988,40.757513,1,14,5
5796391,2012-11-14 20:20:04.0000001,29.8,2012-11-14 20:20:04+00:00,-73.874535,40.773932,-73.965795,40.792918,1,20,2
14370819,2014-12-19 00:08:10.0000001,21.0,2014-12-19 00:08:10+00:00,-73.984703,40.773990000000005,-73.907639,40.760438,1,0,4
28764404,2012-04-15 11:28:10.0000001,4.9,2012-04-15 11:28:10+00:00,-73.955866,40.78776,-73.96315799999999,40.775904,1,11,6
34997421,2012-02-10 18:04:00.000000201,15.3,2012-02-10 18:04:00+00:00,-73.98114,40.781222,-73.999452,40.723562,1,18,4
30128674,2013-11-25 20:39:00.000000125,7.0,2013-11-25 20:39:00+00:00,-73.980225,40.742677,-73.993092,40.727045,4,20,0
26810915,2011-07-22 18:45:06.0000009,28.1,2011-07-22 18:45:06+00:00,-74.003259,40.71387,-73.85273199999999,40.735972,1,18,4
16912159,2014-03-22 00:11:26.0000001,13.5,2014-03-22 00:11:26+00:00,-73.998316,40.729677,-73.957657,40.761664,1,0,5
11711095,2010-12-11 21:00:54.0000001,8.1,2010-12-11 21:00:54+00:00,-73.980736,40.725816,-73.984288,40.73928,1,21,5
20828298,2012-03-09 18:59:57.0000002,10.9,2012-03-09 18:59:57+00:00,-73.958386,40.713165,-73.98755,40.691131,1,18,4
3279453,2010-12-10 23:30:00.000000257,12.1,2010-12-10 23:30:00+00:00,-73.98182,40.773687,-73.956593,40.766995,2,23,4
21944499,2011-10-17 10:50:26.0000003,10.1,2011-10-17 10:50:26+00:00,-73.9478,40.7846,-73.9737,40.7439,1,10,0
8366868,2013-09-26 22:03:46.0000002,14.5,2013-09-26 22:03:46+00:00,-73.996112,40.72597,-73.97315,40.689725,1,22,3
16912251,2012-01-17 12:17:00.00000014,11.3,2012-01-17 12:17:00+00:00,-73.95589,40.764417,-73.989602,40.75309,5,12,1
2073229,2013-04-03 19:24:30.0000001,6.5,2013-04-03 19:24:30+00:00,-74.006442,40.739127,-73.99082800000001,40.739657,1,19,2
19768749,2011-09-06 08:43:51.0000007,4.1,2011-09-06 08:43:51+00:00,-73.831361,40.705124,-73.831361,40.705124,1,8,1
42488812,2009-12-01 10:47:00.00000082,12.9,2009-12-01 10:47:00+00:00,-73.981685,40.775165,-73.97497299999999,40.741753,1,10,1
6925065,2014-02-18 10:13:00.000000188,7.0,2014-02-18 10:13:00+00:00,-73.952387,40.783437,-73.958147,40.768725,1,10,1
35132628,2013-11-14 13:26:00.000000162,4.0,2013-11-14 13:26:00+00:00,-73.954198,40.78719,-73.95529,40.783687,1,13,3
37140935,2010-11-10 17:04:42.0000002,11.7,2010-11-10 17:04:42+00:00,-73.987454,40.767787,-73.97158,40.75214,3,17,2
46020046,2013-05-01 11:42:00.00000041,11.5,2013-05-01 11:42:00+00:00,-73.964827,40.760047,-73.989797,40.730272,1,11,2
3066183,2010-06-28 19:00:00.00000052,6.1,2010-06-28 19:00:00+00:00,-74.00717,40.728093,-73.99354,40.738788,1,19,0
28768272,2009-08-18 12:33:00.00000083,8.9,2009-08-18 12:33:00+00:00,-73.96724499999999,40.772207,-73.978262,40.757172,1,12,1
37665667,2011-03-04 19:53:18.0000004,4.1,2011-03-04 19:53:18+00:00,-73.952476,40.773344,-73.95023499999999,40.783108,1,19,4
14571336,2011-01-31 13:49:00.000000132,7.3,2011-01-31 13:49:00+00:00,-73.985157,40.757687,-73.971928,40.754255,5,13,0
54401695,2011-02-06 01:12:00.000000223,5.3,2011-02-06 01:12:00+00:00,-73.97758499999999,40.757713,-73.988005,40.74349,1,1,6
23148651,2010-05-12 11:05:00.00000055,8.9,2010-05-12 11:05:00+00:00,-73.998678,40.72463,-73.98907700000001,40.751373,5,11,2
3053671,2013-11-12 18:58:00.000000215,26.0,2013-11-12 18:58:00+00:00,-73.977572,40.75826,-73.949075,40.836125,1,18,1
44200808,2012-02-21 14:51:00.000000202,12.5,2012-02-21 14:51:00+00:00,-73.971912,40.750362,-73.99578199999999,40.748925,6,14,1
53392515,2009-02-16 16:55:09.0000005,6.1,2009-02-16 16:55:09+00:00,-73.98144,40.762664,-73.97894699999999,40.750191,1,16,0
13920561,2013-05-24 22:16:00.0000008,103.58,2013-05-24 22:16:00+00:00,-73.92182199999999,40.773802,-74.07744,40.805865,2,22,4
53558561,2009-12-16 14:41:00.000000178,14.1,2009-12-16 14:41:00+00:00,-73.979985,40.764972,-73.96706999999999,40.753553,5,14,2
12140032,2015-05-04 15:29:25.0000004,11.5,2015-05-04 15:29:25+00:00,-73.98917388916014,40.72106170654297,-73.97760772705078,40.738075256347656,1,15,0
21716624,2013-12-07 05:38:17.0000001,19.5,2013-12-07 05:38:17+00:00,-73.987282,40.748325,-73.940046,40.707629,1,5,5
20488567,2013-03-14 00:24:00.00000065,15.0,2013-03-14 00:24:00+00:00,-74.000198,40.737812,-73.96455300000001,40.71253,2,0,3
44804585,2014-06-14 03:18:36.0000001,7.5,2014-06-14 03:18:36+00:00,-73.98815,40.722908,-73.975487,40.74484,1,3,5
27490256,2012-11-20 17:41:26.0000002,8.5,2012-11-20 17:41:26+00:00,-74.004579,40.742246,-73.987892,40.728292,3,17,1
518251,2009-01-08 13:56:00.00000038,4.9,2009-01-08 13:56:00+00:00,-73.963515,40.766162,-73.957238,40.77771,1,13,3
39121568,2013-05-18 16:38:00.000000142,21.5,2013-05-18 16:38:00+00:00,-73.9976,40.740945,-73.973972,40.779712,2,16,5
23800791,2010-04-17 21:42:00.00000018,11.7,2010-04-17 21:42:00+00:00,-73.99463,40.726952,-73.95913,40.763512,1,21,5
20658713,2009-10-09 13:20:00.000000156,14.9,2009-10-09 13:20:00+00:00,-73.96656800000001,40.75663,-74.008572,40.704677,1,13,4
28763935,2013-03-31 00:35:00.000000174,21.5,2013-03-31 00:35:00+00:00,-73.983878,40.725887,-73.939972,40.797937,5,0,6
27346782,2011-03-28 19:31:00.000000202,14.9,2011-03-28 19:31:00+00:00,-73.975973,40.762345,-74.012408,40.701603000000006,1,19,0
7611371,2012-10-24 12:09:00.000000142,5.5,2012-10-24 12:09:00+00:00,-73.945465,40.774492,-73.95649300000001,40.778347,1,12,2
44391819,2009-07-07 12:42:00.000000156,29.450000000000006,2009-07-07 12:42:00+00:00,-73.864132,40.768477,-73.991485,40.746465,5,12,1
17496731,2013-08-03 11:36:13.0000002,26.5,2013-08-03 11:36:13+00:00,-73.788746,40.646623,-73.820075,40.612696,2,11,5
